SUBDIVISION,YEAR,ANNUAL
MADHYA MAHARASHTRA,1965,790.7
MADHYA MAHARASHTRA,1966,837.3
MADHYA MAHARASHTRA,1967,913
MADHYA MAHARASHTRA,1968,824
MADHYA MAHARASHTRA,1969,984.1
MADHYA MAHARASHTRA,1970,941.4
MADHYA MAHARASHTRA,1971,773.2
MADHYA MAHARASHTRA,1972,519.9
MADHYA MAHARASHTRA,1973,980.6
MADHYA MAHARASHTRA,1974,911.8
MADHYA MAHARASHTRA,1975,1040.7
MADHYA MAHARASHTRA,1976,1025.8
MADHYA MAHARASHTRA,1977,947.2
MADHYA MAHARASHTRA,1978,883.6
MADHYA MAHARASHTRA,1979,1026.8
MADHYA MAHARASHTRA,1980,939.5
MADHYA MAHARASHTRA,1981,929.8
MADHYA MAHARASHTRA,1982,751.9
MADHYA MAHARASHTRA,1983,918.8
MADHYA MAHARASHTRA,1984,779.9
MADHYA MAHARASHTRA,1985,656.1
MADHYA MAHARASHTRA,1986,644.1
MADHYA MAHARASHTRA,1987,807.6
MADHYA MAHARASHTRA,1988,976.6
MADHYA MAHARASHTRA,1989,816.6
MADHYA MAHARASHTRA,1990,1022.5
MADHYA MAHARASHTRA,1991,880.5
MADHYA MAHARASHTRA,1992,791.3
MADHYA MAHARASHTRA,1993,1019.8
MADHYA MAHARASHTRA,1994,1021.5
MADHYA MAHARASHTRA,1995,776.4
MADHYA MAHARASHTRA,1996,975.2
MADHYA MAHARASHTRA,1997,1000.9
MADHYA MAHARASHTRA,1998,1101.1
MADHYA MAHARASHTRA,1999,965.7
MADHYA MAHARASHTRA,2000,701.6
MADHYA MAHARASHTRA,2001,785.1
MADHYA MAHARASHTRA,2002,740.3
MADHYA MAHARASHTRA,2003,772.6
MADHYA MAHARASHTRA,2004,1029.5
MADHYA MAHARASHTRA,2005,1221.3
MADHYA MAHARASHTRA,2006,1395.7
MADHYA MAHARASHTRA,2007,1040.4
MADHYA MAHARASHTRA,2008,916.9
MADHYA MAHARASHTRA,2009,941.7
MADHYA MAHARASHTRA,2010,1027.5
MADHYA MAHARASHTRA,2011,852.6
MADHYA MAHARASHTRA,2012,689.8
MADHYA MAHARASHTRA,2013,962.4
MADHYA MAHARASHTRA,2014,838
MADHYA MAHARASHTRA,2015,644.5
MARATHWADA ,1901,908.7
MARATHWADA ,1902,744.1
MARATHWADA ,1903,1032.6
MARATHWADA ,1904,690.5
MARATHWADA ,1905,505.9
MARATHWADA ,1906,770.7
MARATHWADA ,1907,557.9
MARATHWADA ,1908,682.5
MARATHWADA ,1909,892.7
MARATHWADA ,1910,1134.4
MARATHWADA ,1911,612.4
MARATHWADA ,1912,488.4
MARATHWADA ,1913,656.5
MARATHWADA ,1914,989.1
MARATHWADA ,1915,1001.6
MARATHWADA ,1916,1177.9
MARATHWADA ,1917,1168.3
MARATHWADA ,1918,486.1
MARATHWADA ,1919,662.8
MARATHWADA ,1920,361.2
MARATHWADA ,1921,562.4
MARATHWADA ,1922,836.1
MARATHWADA ,1923,765
MARATHWADA ,1924,662.7
MARATHWADA ,1925,604.9
MARATHWADA ,1926,715.5
MARATHWADA ,1927,744.6
MARATHWADA ,1928,825.8
MARATHWADA ,1929,609.4
MARATHWADA ,1930,640.3
MARATHWADA ,1931,1088.6
MARATHWADA ,1932,844.1
MARATHWADA ,1933,1122.9
MARATHWADA ,1934,876.6
MARATHWADA ,1935,922.1
MARATHWADA ,1936,727.8
MARATHWADA ,1937,738.2
MARATHWADA ,1938,1072.7
MARATHWADA ,1939,580.2
MARATHWADA ,1940,855.6
MARATHWADA ,1941,541
MARATHWADA ,1942,1003
MARATHWADA ,1943,852.4
MARATHWADA ,1944,759
MARATHWADA ,1945,622.5
MARATHWADA ,1946,848.7
MARATHWADA ,1947,854.8
MARATHWADA ,1948,946.4
MARATHWADA ,1949,914.2
MARATHWADA ,1950,657.4
MARATHWADA ,1951,731.4
MARATHWADA ,1952,546.1
MARATHWADA ,1953,891.2
MARATHWADA ,1954,899.6
MARATHWADA ,1955,1151.3
MARATHWADA ,1956,1037.3
MARATHWADA ,1957,900.7
MARATHWADA ,1958,1024.6
MARATHWADA ,1959,950.3
MARATHWADA ,1960,738.3
MARATHWADA ,1961,959
MARATHWADA ,1962,945.7
MARATHWADA ,1963,1001.2
MARATHWADA ,1964,780.6
MARATHWADA ,1965,631.4
MARATHWADA ,1966,747.1
MARATHWADA ,1967,759.8
MARATHWADA ,1968,712.4
MARATHWADA ,1969,824.6
MARATHWADA ,1970,910.9
MARATHWADA ,1971,607.9
MARATHWADA ,1972,347.1
MARATHWADA ,1973,871.3
MARATHWADA ,1974,650.6
MARATHWADA ,1975,1050.9
MARATHWADA ,1976,623
MARATHWADA ,1977,767.7
MARATHWADA ,1978,784.8
MARATHWADA ,1979,807.6
MARATHWADA ,1980,812.9
MARATHWADA ,1981,786.6
MARATHWADA ,1982,636.5
MARATHWADA ,1983,1187.6
MARATHWADA ,1984,552.7
MARATHWADA ,1985,575.4
MARATHWADA ,1986,562.9
MARATHWADA ,1987,786.2
MARATHWADA ,1988,1170
MARATHWADA ,1989,1068.3
MARATHWADA ,1990,1198.1
MARATHWADA ,1991,601
MARATHWADA ,1992,726.6
MARATHWADA ,1993,806.3
MARATHWADA ,1994,583.8
MARATHWADA ,1995,809.5
MARATHWADA ,1996,855
MARATHWADA ,1997,790.5
MARATHWADA ,1998,1126.7
MARATHWADA ,1999,767.6
MARATHWADA ,2000,684.4
MARATHWADA ,2001,732.4
MARATHWADA ,2002,722.1
MARATHWADA ,2003,720.1
MARATHWADA ,2004,678.7
MARATHWADA ,2005,940.5
MARATHWADA ,2006,872.9
MARATHWADA ,2007,714.6
MARATHWADA ,2008,646.3
MARATHWADA ,2009,668.9
MARATHWADA ,2010,1011.6
MARATHWADA ,2011,663.5
MARATHWADA ,2012,526.7
MARATHWADA ,2013,888
MARATHWADA ,2014,548.9
MARATHWADA ,2015,532.2
VIDARBHA,1901,1093.3
VIDARBHA,1902,748.9
VIDARBHA,1903,1229.4
VIDARBHA,1904,753.2
VIDARBHA,1905,941.8
VIDARBHA,1906,1191.2
VIDARBHA,1907,1010.8
VIDARBHA,1908,1243.4
VIDARBHA,1909,1061.6
VIDARBHA,1910,1294
VIDARBHA,1911,982.8
VIDARBHA,1912,1014
VIDARBHA,1913,1052.6
VIDARBHA,1914,1199
VIDARBHA,1915,1199.6
VIDARBHA,1916,1362.3
VIDARBHA,1917,1396.9
VIDARBHA,1918,801.4
VIDARBHA,1919,1212.6
VIDARBHA,1920,578.5
VIDARBHA,1921,1085.6
VIDARBHA,1922,1109.8
VIDARBHA,1923,941.3
VIDARBHA,1924,994.2
VIDARBHA,1925,941.1
VIDARBHA,1926,1071.1
VIDARBHA,1927,1167.4
VIDARBHA,1928,1017.5
VIDARBHA,1929,912.5
VIDARBHA,1930,983.1
VIDARBHA,1931,1404.2
VIDARBHA,1932,1130.5
VIDARBHA,1933,1502.3
VIDARBHA,1934,1218.3
VIDARBHA,1935,1158
VIDARBHA,1936,1451.2
VIDARBHA,1937,1319.1
VIDARBHA,1938,1460.9
VIDARBHA,1939,881.9
VIDARBHA,1940,1357.5
VIDARBHA,1941,828.9
VIDARBHA,1942,1341.7
VIDARBHA,1943,1018.2
VIDARBHA,1944,1367.8
VIDARBHA,1945,1199.4
VIDARBHA,1946,1173
VIDARBHA,1947,1168.3
VIDARBHA,1948,1182.8
VIDARBHA,1949,1398.3
VIDARBHA,1950,793.5
VIDARBHA,1951,1082.3
VIDARBHA,1952,807.7
VIDARBHA,1953,1137.8
VIDARBHA,1954,1100.4
VIDARBHA,1955,1368.7
VIDARBHA,1956,1124.6
VIDARBHA,1957,1070.9
VIDARBHA,1958,1172.2
VIDARBHA,1959,1606.3
VIDARBHA,1960,1065
VIDARBHA,1961,1440.8
VIDARBHA,1962,1152.6
VIDARBHA,1963,1147.8
VIDARBHA,1964,1010.7
VIDARBHA,1965,743.6
VIDARBHA,1966,1002.9
VIDARBHA,1967,1128.4
VIDARBHA,1968,922.9
VIDARBHA,1969,992.9
VIDARBHA,1970,1240.6
VIDARBHA,1971,882.4
VIDARBHA,1972,740.8
VIDARBHA,1973,1162.4
VIDARBHA,1974,840.8
VIDARBHA,1975,1324.1
VIDARBHA,1976,974.6
VIDARBHA,1977,1068
VIDARBHA,1978,1249.4
VIDARBHA,1979,1087.2
VIDARBHA,1980,1042.6
VIDARBHA,1981,1218.6
VIDARBHA,1982,856.1
VIDARBHA,1983,1240.4
VIDARBHA,1984,810.6
VIDARBHA,1985,876.9
VIDARBHA,1986,1157
VIDARBHA,1987,822.6
VIDARBHA,1988,1308.7
VIDARBHA,1989,997.7
VIDARBHA,1990,1505
VIDARBHA,1991,838.7
VIDARBHA,1992,1148.6
VIDARBHA,1993,1023
VIDARBHA,1994,1427.1
VIDARBHA,1995,1077.5
VIDARBHA,1996,855
VIDARBHA,1997,1039.3
VIDARBHA,1998,1061.7
VIDARBHA,1999,1165.1
VIDARBHA,2000,1105.2
VIDARBHA,2001,1122.1
VIDARBHA,2002,925.8
VIDARBHA,2003,1018.6
VIDARBHA,2004,731.9
VIDARBHA,2005,1214.6
VIDARBHA,2006,1215.6
VIDARBHA,2007,1167
VIDARBHA,2008,866.6
VIDARBHA,2009,770.8
VIDARBHA,2010,1338.1
VIDARBHA,2011,893.2
VIDARBHA,2012,1107.7
VIDARBHA,2013,1520
VIDARBHA,2014,919.1
VIDARBHA,2015,993.8
CHHATTISGARH,1901,1387
CHHATTISGARH,1902,923.9
CHHATTISGARH,1903,1331.2
CHHATTISGARH,1904,1492.4
CHHATTISGARH,1905,1251.1
CHHATTISGARH,1906,1394.6
CHHATTISGARH,1907,1308.8
CHHATTISGARH,1908,1488.7
CHHATTISGARH,1909,1284.1
CHHATTISGARH,1910,1407.2
CHHATTISGARH,1911,1504.1
CHHATTISGARH,1912,1227
CHHATTISGARH,1913,1234.6
CHHATTISGARH,1914,1418.1
CHHATTISGARH,1915,1455.9
CHHATTISGARH,1916,1443
CHHATTISGARH,1917,1727.7
CHHATTISGARH,1918,1377.2
CHHATTISGARH,1919,1859
CHHATTISGARH,1920,1203.4
CHHATTISGARH,1921,1319.4
CHHATTISGARH,1922,1308.8
CHHATTISGARH,1923,1387.2
CHHATTISGARH,1924,1334.2
CHHATTISGARH,1925,1737.1
CHHATTISGARH,1926,1634.9
CHHATTISGARH,1927,1537.1
CHHATTISGARH,1928,1219.2
CHHATTISGARH,1929,1663.8
CHHATTISGARH,1930,1383.5
CHHATTISGARH,1931,1467
CHHATTISGARH,1932,1357.6
CHHATTISGARH,1933,1650.6
CHHATTISGARH,1934,1529.2
CHHATTISGARH,1935,1269.2
CHHATTISGARH,1936,1826.2
CHHATTISGARH,1937,1616.8
CHHATTISGARH,1938,1505.8
CHHATTISGARH,1939,1480.3
CHHATTISGARH,1940,1448.4
CHHATTISGARH,1941,1005.1
CHHATTISGARH,1942,1598.3
CHHATTISGARH,1943,1645.1
CHHATTISGARH,1944,1792.7
CHHATTISGARH,1945,1585.6
CHHATTISGARH,1946,1599
CHHATTISGARH,1947,1599.6
CHHATTISGARH,1948,1491.7
CHHATTISGARH,1949,1499.6
CHHATTISGARH,1950,1292.2
CHHATTISGARH,1951,1411.6
CHHATTISGARH,1952,1396.4
CHHATTISGARH,1953,1370.2
CHHATTISGARH,1954,1193.7
CHHATTISGARH,1955,1440.7
CHHATTISGARH,1956,1557
CHHATTISGARH,1957,1222.4
CHHATTISGARH,1958,1520.9
CHHATTISGARH,1959,1544.2
CHHATTISGARH,1960,1364.3
CHHATTISGARH,1961,1974
CHHATTISGARH,1962,1124.7
CHHATTISGARH,1963,1337.2
CHHATTISGARH,1964,1509.1
CHHATTISGARH,1965,941.6
CHHATTISGARH,1966,1087.1
CHHATTISGARH,1967,1472.5
CHHATTISGARH,1968,1168
CHHATTISGARH,1969,1172.6
CHHATTISGARH,1970,1501.5
CHHATTISGARH,1971,1533.8
CHHATTISGARH,1972,1198.9
CHHATTISGARH,1973,1467.3
CHHATTISGARH,1974,951
CHHATTISGARH,1975,1475.5
CHHATTISGARH,1976,1379.3
CHHATTISGARH,1977,1465.5
CHHATTISGARH,1978,1370.4
CHHATTISGARH,1979,904.6
CHHATTISGARH,1980,1495.4
CHHATTISGARH,1981,1216.2
CHHATTISGARH,1982,1197.4
CHHATTISGARH,1983,1371.9
CHHATTISGARH,1984,1254.7
CHHATTISGARH,1985,1237.5
CHHATTISGARH,1986,1368.6
CHHATTISGARH,1987,1142.8
CHHATTISGARH,1988,1206.3
CHHATTISGARH,1989,1187.2
CHHATTISGARH,1990,1643.8
CHHATTISGARH,1991,1220.8
CHHATTISGARH,1992,1156.6
CHHATTISGARH,1993,1205.3
CHHATTISGARH,1994,1754.5
CHHATTISGARH,1995,1280.7
CHHATTISGARH,1996,1187
CHHATTISGARH,1997,1317.2
CHHATTISGARH,1998,1332.5
CHHATTISGARH,1999,1322.6
CHHATTISGARH,2000,906.3
CHHATTISGARH,2001,1600.1
CHHATTISGARH,2002,990.2
CHHATTISGARH,2003,1694.3
CHHATTISGARH,2004,1144.5
CHHATTISGARH,2005,1287.2
CHHATTISGARH,2006,1317.7
CHHATTISGARH,2007,1281.2
CHHATTISGARH,2008,1108.5
CHHATTISGARH,2009,956.6
CHHATTISGARH,2010,1306.6
CHHATTISGARH,2011,1302.7
CHHATTISGARH,2012,1377.4
CHHATTISGARH,2013,1420
CHHATTISGARH,2014,1278.7
CHHATTISGARH,2015,1117.6
COASTAL ANDHRA PRADESH,1901,993.8
COASTAL ANDHRA PRADESH,1902,1063.6
COASTAL ANDHRA PRADESH,1903,1316.2
COASTAL ANDHRA PRADESH,1904,860.2
COASTAL ANDHRA PRADESH,1905,795.2
COASTAL ANDHRA PRADESH,1906,1021.5
COASTAL ANDHRA PRADESH,1907,817.9
COASTAL ANDHRA PRADESH,1908,842.3
COASTAL ANDHRA PRADESH,1909,867.6
COASTAL ANDHRA PRADESH,1910,1254.6
COASTAL ANDHRA PRADESH,1911,819.5
COASTAL ANDHRA PRADESH,1912,903.6
COASTAL ANDHRA PRADESH,1913,841
COASTAL ANDHRA PRADESH,1914,1013.2
COASTAL ANDHRA PRADESH,1915,1347.4
COASTAL ANDHRA PRADESH,1916,1351.2
COASTAL ANDHRA PRADESH,1917,1289.6
COASTAL ANDHRA PRADESH,1918,778
COASTAL ANDHRA PRADESH,1919,1141.4
COASTAL ANDHRA PRADESH,1920,723.5
COASTAL ANDHRA PRADESH,1921,1015
COASTAL ANDHRA PRADESH,1922,853.3
COASTAL ANDHRA PRADESH,1923,1126.4
COASTAL ANDHRA PRADESH,1924,1182
COASTAL ANDHRA PRADESH,1925,1238.5
COASTAL ANDHRA PRADESH,1926,870.7
COASTAL ANDHRA PRADESH,1927,1053
COASTAL ANDHRA PRADESH,1928,1101.3
COASTAL ANDHRA PRADESH,1929,859.1
COASTAL ANDHRA PRADESH,1930,1222.7
COASTAL ANDHRA PRADESH,1931,1287.1
COASTAL ANDHRA PRADESH,1932,971.5
COASTAL ANDHRA PRADESH,1933,1087.3
COASTAL ANDHRA PRADESH,1934,884.2
COASTAL ANDHRA PRADESH,1935,751.1
COASTAL ANDHRA PRADESH,1936,1328.7
COASTAL ANDHRA PRADESH,1937,892.2
COASTAL ANDHRA PRADESH,1938,1206.2
COASTAL ANDHRA PRADESH,1939,1070.3
COASTAL ANDHRA PRADESH,1940,1069
COASTAL ANDHRA PRADESH,1941,1026.5
COASTAL ANDHRA PRADESH,1942,879.8
COASTAL ANDHRA PRADESH,1943,977.9
COASTAL ANDHRA PRADESH,1944,1155.9
COASTAL ANDHRA PRADESH,1945,991.5
COASTAL ANDHRA PRADESH,1946,970.2
COASTAL ANDHRA PRADESH,1947,1126.2
COASTAL ANDHRA PRADESH,1948,1024.6
COASTAL ANDHRA PRADESH,1949,1217.3
COASTAL ANDHRA PRADESH,1950,986
COASTAL ANDHRA PRADESH,1951,1096.1
COASTAL ANDHRA PRADESH,1952,916.7
COASTAL ANDHRA PRADESH,1953,990
COASTAL ANDHRA PRADESH,1954,1153.5
COASTAL ANDHRA PRADESH,1955,1378.9
COASTAL ANDHRA PRADESH,1956,1408.5
COASTAL ANDHRA PRADESH,1957,1017.6
COASTAL ANDHRA PRADESH,1958,1605.3
COASTAL ANDHRA PRADESH,1959,1120.7
COASTAL ANDHRA PRADESH,1960,943.6
COASTAL ANDHRA PRADESH,1961,1119.2
COASTAL ANDHRA PRADESH,1962,1345.5
COASTAL ANDHRA PRADESH,1963,1023.9
COASTAL ANDHRA PRADESH,1964,1061
COASTAL ANDHRA PRADESH,1965,754.2
COASTAL ANDHRA PRADESH,1966,954.7
COASTAL ANDHRA PRADESH,1967,843.1
COASTAL ANDHRA PRADESH,1968,838.9
COASTAL ANDHRA PRADESH,1969,1279.7
COASTAL ANDHRA PRADESH,1970,1064.2
COASTAL ANDHRA PRADESH,1971,1033.2
COASTAL ANDHRA PRADESH,1972,1028.5
COASTAL ANDHRA PRADESH,1973,859.1
COASTAL ANDHRA PRADESH,1974,944.9
COASTAL ANDHRA PRADESH,1975,1192.4
COASTAL ANDHRA PRADESH,1976,1090.3
COASTAL ANDHRA PRADESH,1977,1132.8
COASTAL ANDHRA PRADESH,1978,1038.3
COASTAL ANDHRA PRADESH,1979,934.1
COASTAL ANDHRA PRADESH,1980,1014.8
COASTAL ANDHRA PRADESH,1981,929.3
COASTAL ANDHRA PRADESH,1982,888.5
COASTAL ANDHRA PRADESH,1983,1196
COASTAL ANDHRA PRADESH,1984,785.2
COASTAL ANDHRA PRADESH,1985,967.6
COASTAL ANDHRA PRADESH,1986,1009.7
COASTAL ANDHRA PRADESH,1987,1079.9
COASTAL ANDHRA PRADESH,1988,1164.8
COASTAL ANDHRA PRADESH,1989,1030
COASTAL ANDHRA PRADESH,1990,1611.1
COASTAL ANDHRA PRADESH,1991,1122.1
COASTAL ANDHRA PRADESH,1992,1001
COASTAL ANDHRA PRADESH,1993,869.7
COASTAL ANDHRA PRADESH,1994,1155.1
COASTAL ANDHRA PRADESH,1995,1352
COASTAL ANDHRA PRADESH,1996,1210.9
COASTAL ANDHRA PRADESH,1997,972.1
COASTAL ANDHRA PRADESH,1998,1310.8
COASTAL ANDHRA PRADESH,1999,825.1
COASTAL ANDHRA PRADESH,2000,992.3
COASTAL ANDHRA PRADESH,2001,1009.3
COASTAL ANDHRA PRADESH,2002,703.2
COASTAL ANDHRA PRADESH,2003,1096.8
COASTAL ANDHRA PRADESH,2004,873.6
COASTAL ANDHRA PRADESH,2005,1221.6
COASTAL ANDHRA PRADESH,2006,1159.6
COASTAL ANDHRA PRADESH,2007,1099.2
COASTAL ANDHRA PRADESH,2008,1107.5
COASTAL ANDHRA PRADESH,2009,790.5
COASTAL ANDHRA PRADESH,2010,1712.4
COASTAL ANDHRA PRADESH,2011,861.9
COASTAL ANDHRA PRADESH,2012,1318.4
COASTAL ANDHRA PRADESH,2013,1120.5
COASTAL ANDHRA PRADESH,2014,874.9
COASTAL ANDHRA PRADESH,2015,1010.9
TELANGANA,1901,827.7
TELANGANA,1902,630.4
TELANGANA,1903,1283.4
TELANGANA,1904,526.7
TELANGANA,1905,724.9
TELANGANA,1906,855.2
TELANGANA,1907,843.7
TELANGANA,1908,982.8
TELANGANA,1909,769.5
TELANGANA,1910,975.9
TELANGANA,1911,662
TELANGANA,1912,743.8
TELANGANA,1913,732.2
TELANGANA,1914,1083.5
TELANGANA,1915,1022
TELANGANA,1916,1162.6
TELANGANA,1917,1206
TELANGANA,1918,554.7
TELANGANA,1919,894.6
TELANGANA,1920,437
TELANGANA,1921,1003.3
TELANGANA,1922,767.5
TELANGANA,1923,786.2
TELANGANA,1924,944.5
TELANGANA,1925,1167.9
TELANGANA,1926,763.5
TELANGANA,1927,1005.5
TELANGANA,1928,1006.4
TELANGANA,1929,790.5
TELANGANA,1930,835.8
TELANGANA,1931,1183.1
TELANGANA,1932,949.9
TELANGANA,1933,1396.3
TELANGANA,1934,927.9
TELANGANA,1935,898.5
TELANGANA,1936,1157
TELANGANA,1937,866.1
TELANGANA,1938,1175.3
TELANGANA,1939,740
TELANGANA,1940,1082.6
TELANGANA,1941,594.4
TELANGANA,1942,906.9
TELANGANA,1943,899.3
TELANGANA,1944,960.5
TELANGANA,1945,1027.4
TELANGANA,1946,822.8
TELANGANA,1947,1005.5
TELANGANA,1948,915
TELANGANA,1949,1038.6
TELANGANA,1950,761.3
TELANGANA,1951,900.8
TELANGANA,1952,729.7
TELANGANA,1953,1272.1
TELANGANA,1954,928.4
TELANGANA,1955,1203.2
TELANGANA,1956,1120.5
TELANGANA,1957,983.2
TELANGANA,1958,1113.9
TELANGANA,1959,1224.1
TELANGANA,1960,839.5
TELANGANA,1961,1146.5
TELANGANA,1962,1138.7
TELANGANA,1963,1010.1
TELANGANA,1964,887.5
TELANGANA,1965,778.9
TELANGANA,1966,970.9
TELANGANA,1967,942.1
TELANGANA,1968,748.7
TELANGANA,1969,1047.1
TELANGANA,1970,970.3
TELANGANA,1971,729.1
TELANGANA,1972,670.7
TELANGANA,1973,1042.5
TELANGANA,1974,830.4
TELANGANA,1975,1215.8
TELANGANA,1976,1035.6
TELANGANA,1977,808.6
TELANGANA,1978,1311.7
TELANGANA,1979,791.7
TELANGANA,1980,922.6
TELANGANA,1981,1143.5
TELANGANA,1982,933.2
TELANGANA,1983,1497.5
TELANGANA,1984,742.8
TELANGANA,1985,785.9
TELANGANA,1986,1007.3
TELANGANA,1987,976.9
TELANGANA,1988,1544.9
TELANGANA,1989,1161
TELANGANA,1990,1425.7
TELANGANA,1991,849.1
TELANGANA,1992,863.5
TELANGANA,1993,885.6
TELANGANA,1994,975.7
TELANGANA,1995,1286
TELANGANA,1996,986.8
TELANGANA,1997,856
TELANGANA,1998,1093
TELANGANA,1999,863.8
TELANGANA,2000,1078
TELANGANA,2001,922.3
TELANGANA,2002,765.3
TELANGANA,2003,963.2
TELANGANA,2004,667
TELANGANA,2005,1163.1
TELANGANA,2006,1053
TELANGANA,2007,843.3
TELANGANA,2008,1035.3
TELANGANA,2009,666.3
TELANGANA,2010,1276.4
TELANGANA,2011,753.1
TELANGANA,2012,1008.6
TELANGANA,2013,1348.7
TELANGANA,2014,746.4
TELANGANA,2015,857.3
RAYALSEEMA,1901,714
RAYALSEEMA,1902,818.4
RAYALSEEMA,1903,1138.2
RAYALSEEMA,1904,433.4
RAYALSEEMA,1905,703.4
RAYALSEEMA,1906,912.6
RAYALSEEMA,1907,640.4
RAYALSEEMA,1908,617.1
RAYALSEEMA,1909,870.6
RAYALSEEMA,1910,1001.1
RAYALSEEMA,1911,590.6
RAYALSEEMA,1912,745.5
RAYALSEEMA,1913,616.3
RAYALSEEMA,1914,678.3
RAYALSEEMA,1915,923.1
RAYALSEEMA,1916,1047
RAYALSEEMA,1917,933.1
RAYALSEEMA,1918,645.8
RAYALSEEMA,1919,890.5
RAYALSEEMA,1920,674.8
RAYALSEEMA,1921,743.6
RAYALSEEMA,1922,770.3
RAYALSEEMA,1923,515.8
RAYALSEEMA,1924,684.3
RAYALSEEMA,1925,865.5
RAYALSEEMA,1926,682.6
RAYALSEEMA,1927,682
RAYALSEEMA,1928,711.3
RAYALSEEMA,1929,696.6
RAYALSEEMA,1930,995.5
RAYALSEEMA,1931,719.2
RAYALSEEMA,1932,635.8
RAYALSEEMA,1933,678.2
RAYALSEEMA,1934,611.5
RAYALSEEMA,1935,782.3
RAYALSEEMA,1936,695.6
RAYALSEEMA,1937,775.4
RAYALSEEMA,1938,674.4
RAYALSEEMA,1939,798.2
RAYALSEEMA,1940,904.6
RAYALSEEMA,1941,653.5
RAYALSEEMA,1942,536.9
RAYALSEEMA,1943,1036.5
RAYALSEEMA,1944,917.4
RAYALSEEMA,1945,604.1
RAYALSEEMA,1946,953.7
RAYALSEEMA,1947,624.3
RAYALSEEMA,1948,608.9
RAYALSEEMA,1949,826.5
RAYALSEEMA,1950,510.9
RAYALSEEMA,1951,538.4
RAYALSEEMA,1952,701.2
RAYALSEEMA,1953,795.7
RAYALSEEMA,1954,785.4
RAYALSEEMA,1955,816.4
RAYALSEEMA,1956,931
RAYALSEEMA,1957,571.7
RAYALSEEMA,1958,808.4
RAYALSEEMA,1959,635.8
RAYALSEEMA,1960,744
RAYALSEEMA,1961,651.5
RAYALSEEMA,1962,816.3
RAYALSEEMA,1963,709.1
RAYALSEEMA,1964,791.6
RAYALSEEMA,1965,595.9
RAYALSEEMA,1966,904.1
RAYALSEEMA,1967,737.6
RAYALSEEMA,1968,623.9
RAYALSEEMA,1969,842.4
RAYALSEEMA,1970,776.4
RAYALSEEMA,1971,621.1
RAYALSEEMA,1972,826
RAYALSEEMA,1973,689.5
RAYALSEEMA,1974,728.5
RAYALSEEMA,1975,1041.6
RAYALSEEMA,1976,817
RAYALSEEMA,1977,866.6
RAYALSEEMA,1978,869.3
RAYALSEEMA,1979,813.4
RAYALSEEMA,1980,573.7
RAYALSEEMA,1981,785.2
RAYALSEEMA,1982,595.6
RAYALSEEMA,1983,943
RAYALSEEMA,1984,733
RAYALSEEMA,1985,685.8
RAYALSEEMA,1986,580.9
RAYALSEEMA,1987,769.5
RAYALSEEMA,1988,842.3
RAYALSEEMA,1989,693.7
RAYALSEEMA,1990,930.7
RAYALSEEMA,1991,967.5
RAYALSEEMA,1992,596
RAYALSEEMA,1993,887.1
RAYALSEEMA,1994,690.5
RAYALSEEMA,1995,874.3
RAYALSEEMA,1996,1277.7
RAYALSEEMA,1997,835
RAYALSEEMA,1998,948.1
RAYALSEEMA,1999,537.2
RAYALSEEMA,2000,871.3
RAYALSEEMA,2001,924.5
RAYALSEEMA,2002,615.2
RAYALSEEMA,2003,725.5
RAYALSEEMA,2004,741.7
RAYALSEEMA,2005,1066.4
RAYALSEEMA,2006,638.1
RAYALSEEMA,2007,980.6
RAYALSEEMA,2008,798
RAYALSEEMA,2009,688.2
RAYALSEEMA,2010,963.5
RAYALSEEMA,2011,738
RAYALSEEMA,2012,715
RAYALSEEMA,2013,762.6
RAYALSEEMA,2014,551.8
RAYALSEEMA,2015,1047.1
TAMIL NADU,1901,960.3
TAMIL NADU,1902,1138.2
TAMIL NADU,1903,1163.9
TAMIL NADU,1904,663.1
TAMIL NADU,1905,821.1
TAMIL NADU,1906,990.2
TAMIL NADU,1907,885.6
TAMIL NADU,1908,765
TAMIL NADU,1909,954.6
TAMIL NADU,1910,943.7
TAMIL NADU,1911,814.9
TAMIL NADU,1912,904.1
TAMIL NADU,1913,878.8
TAMIL NADU,1914,953.3
TAMIL NADU,1915,988.5
TAMIL NADU,1916,897.4
TAMIL NADU,1917,948.3
TAMIL NADU,1918,871.7
TAMIL NADU,1919,1028.6
TAMIL NADU,1920,1154.2
TAMIL NADU,1921,979.4
TAMIL NADU,1922,1080.5
TAMIL NADU,1923,834.1
TAMIL NADU,1924,895.1
TAMIL NADU,1925,1013.3
TAMIL NADU,1926,815.6
TAMIL NADU,1927,829.9
TAMIL NADU,1928,970.8
TAMIL NADU,1929,977.7
TAMIL NADU,1930,1275.4
TAMIL NADU,1931,1039.8
TAMIL NADU,1932,1109.8
TAMIL NADU,1933,1010.9
TAMIL NADU,1934,839.7
TAMIL NADU,1935,893.9
TAMIL NADU,1936,944.5
TAMIL NADU,1937,1020.1
TAMIL NADU,1938,783.2
TAMIL NADU,1939,1055.8
TAMIL NADU,1940,1178.5
TAMIL NADU,1941,1006.9
TAMIL NADU,1942,847.3
TAMIL NADU,1943,1187.3
TAMIL NADU,1944,1227.6
TAMIL NADU,1945,784
TAMIL NADU,1946,1294.1
TAMIL NADU,1947,939.5
TAMIL NADU,1948,906.7
TAMIL NADU,1949,840.7
TAMIL NADU,1950,747.5
